2025-06-02 14:22:32,329 - INFO - 开始超参数搜索，方法: random, 试验次数: 20
2025-06-02 14:24:20,402 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'default', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0}, Epoch 1/30, Train Loss: 1.5060, Test Acc: 57.66%
2025-06-02 18:23:49,437 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 6/30, Train Loss: 0.4879, Test Acc: 70.24%
2025-06-02 18:28:26,223 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 7/30, Train Loss: 0.4554, Test Acc: 74.05%
2025-06-02 18:31:51,213 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 8/30, Train Loss: 0.4237, Test Acc: 73.74%
2025-06-02 18:35:15,651 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 9/30, Train Loss: 0.3990, Test Acc: 75.21%
2025-06-02 18:39:47,213 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 10/30, Train Loss: 0.3742, Test Acc: 75.89%
2025-06-02 18:43:56,511 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 11/30, Train Loss: 0.3484, Test Acc: 76.50%
2025-06-02 18:47:35,842 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 12/30, Train Loss: 0.3325, Test Acc: 76.93%
2025-06-02 18:51:05,149 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 13/30, Train Loss: 0.3154, Test Acc: 77.84%
2025-06-02 18:54:29,479 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 14/30, Train Loss: 0.2983, Test Acc: 77.71%
2025-06-02 18:58:03,348 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 15/30, Train Loss: 0.2807, Test Acc: 78.26%
2025-06-02 19:01:07,924 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 16/30, Train Loss: 0.2677, Test Acc: 79.09%
2025-06-02 19:04:13,868 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 17/30, Train Loss: 0.2562, Test Acc: 77.81%
2025-06-02 19:07:50,447 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 18/30, Train Loss: 0.2432, Test Acc: 79.16%
2025-06-02 19:11:12,652 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 19/30, Train Loss: 0.2334, Test Acc: 78.66%
2025-06-02 19:15:03,925 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 20/30, Train Loss: 0.2216, Test Acc: 79.49%
2025-06-02 19:18:42,056 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 21/30, Train Loss: 0.2134, Test Acc: 79.20%
2025-06-02 19:22:16,124 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 22/30, Train Loss: 0.2071, Test Acc: 79.43%
2025-06-02 19:25:52,227 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 23/30, Train Loss: 0.2013, Test Acc: 79.74%
2025-06-02 19:29:14,334 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 24/30, Train Loss: 0.1982, Test Acc: 80.35%
2025-06-02 19:32:32,568 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 25/30, Train Loss: 0.1903, Test Acc: 80.49%
2025-06-02 19:35:44,755 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 26/30, Train Loss: 0.1872, Test Acc: 80.08%
2025-06-02 19:38:56,119 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 27/30, Train Loss: 0.1841, Test Acc: 80.15%
2025-06-02 19:42:09,615 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 28/30, Train Loss: 0.1848, Test Acc: 80.58%
2025-06-02 19:45:45,486 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 29/30, Train Loss: 0.1823, Test Acc: 80.20%
2025-06-02 19:48:56,006 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'mish', 'batch_size': 64, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 1e-05, 'loss_type': 'focal', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 30/30, Train Loss: 0.1810, Test Acc: 80.32%
2025-06-02 19:51:28,077 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 0.0001, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 1/30, Train Loss: 39.3937, Test Acc: 50.34%
2025-06-02 19:53:58,949 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 0.0001, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 2/30, Train Loss: 39.1606, Test Acc: 56.93%
2025-06-02 19:56:29,892 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 0.0001, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 3/30, Train Loss: 39.0443, Test Acc: 61.04%
2025-06-02 19:59:46,426 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 0.0001, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 4/30, Train Loss: 38.9665, Test Acc: 65.28%
2025-06-02 20:03:10,676 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 0.0001, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 5/30, Train Loss: 38.9081, Test Acc: 66.54%
2025-06-02 20:06:30,667 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 0.0001, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 6/30, Train Loss: 38.8625, Test Acc: 68.35%
2025-06-02 20:09:27,464 - INFO - Config: {'filter_config': 'wide', 'fc_units': 'complex', 'activation': 'relu', 'batch_size': 128, 'num_epochs': 30, 'optimizer': 'sgd', 'learning_rate': 0.001, 'momentum': 0.95, 'weight_decay': 0.0001, 'loss_type': 'ls', 'focal_alpha': 1, 'focal_gamma': 2, 'ls_smoothing': 0.1}, Epoch 7/30, Train Loss: 38.8265, Test Acc: 70.59%
